User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
572,Quả táo,Fruits,473,13.4,16.8,28.8,1.6,37.3,187,14,Bữa trưa,743
313,Trà xanh,Beverages,359,36.7,37.8,32.2,6.7,45.7,638,87,Bữa phụ,708
271,Cà chua,Vegetables,405,4.1,9.4,41.6,7.7,12.5,562,9,Bữa phụ,211
310,Sữa lắc,Beverages,353,33.2,64.3,44.3,2.7,18.2,739,86,Bữa tối,425
886,Thịt lợn Chop,Meat,531,46.9,73.7,21.9,8,22.5,432,3,Bữa tối,860
661,Cà chua,Vegetables,169,29.7,41.7,35.5,4,23.2,501,163,Bữa trưa,728
553,Cà phê,Beverages,328,32.3,75.8,3.3,8,17.2,956,232,Bữa sáng,874
504,Sôcôla,Snack,192,29.7,11.9,3.5,6.7,41.2,739,51,Bữa sáng,303
776,Trà xanh,Beverages,80,28.8,79.4,31.2,9.4,37.5,494,269,Bữa phụ,935
452,Ức gà,Meat,180,35.6,35.4,46.9,1.7,18.3,805,65,Bữa sáng,560
331,Hạt,Snack,206,17.2,28.1,48.7,0.7,2.3,612,261,Bữa trưa,794
209,Quả dâu,Fruits,563,16.3,91.7,26.9,3.7,49.9,882,1,Bữa sáng,987
248,Hạt,Snack,363,16.2,12.3,5.6,9.6,22.7,197,209,Bữa phụ,480
785,Sữa,Dairy,299,17.1,44.3,31.7,3,9,284,278,Bữa tối,978
452,Phô mai,Dairy,300,45.3,39.1,10.8,5.4,7.2,356,181,Bữa trưa,753
604,Chuối,Fruits,423,18.7,82.2,32.3,3.3,29.5,88,238,Bữa phụ,977
80,Quả nho,Fruits,546,6.8,64.7,27.3,0.9,1.9,895,81,Bữa phụ,623
910,Thịt bò bít tết,Meat,520,18.3,77.9,40.6,2.5,21.5,391,198,Bữa tối,541
494,Yến mạch,Grains,528,21.3,7.8,6.2,2.7,13.8,8,74,Bữa sáng,405
247,Sữa lắc,Beverages,570,14.1,7.1,15.8,9.4,5.9,215,158,Bữa trưa,741
699,Quả cam,Fruits,549,25,23.7,38.6,2.6,17.1,715,202,Bữa trưa,791
59,Nước cam,Beverages,84,40.5,18.7,23.7,3.6,49,980,281,Bữa sáng,286
78,Cơm,Grains,475,20,34.8,2.4,4.6,48.4,145,18,Bữa phụ,137
158,Quinoa,Grains,186,22.6,52.6,27.7,4.3,39.5,129,21,Bữa tối,779
268,Nước,Beverages,435,44.1,56.3,40.6,6,30.4,297,265,Bữa phụ,373
626,Quả cam,Fruits,196,23.3,26.2,6.2,8.8,26.5,701,99,Bữa sáng,442
625,Trà xanh,Beverages,589,12.5,88.7,27.8,2.6,27.5,859,134,Bữa tối,488
732,Sữa,Dairy,166,33.4,81.9,19.9,9,43.6,970,261,Bữa phụ,424
860,Sữa,Dairy,214,12,18.8,25,10,0.4,769,217,Bữa trưa,741
681,Chuối,Fruits,261,27.5,75.7,24.3,4.8,24.9,33,226,Bữa phụ,387
650,Cà rốt,Vegetables,396,18,55.3,40.3,8.9,1.5,221,162,Bữa sáng,204
939,Paneer,Dairy,552,23.2,35.8,16.7,0.2,14.9,510,63,Bữa tối,349
714,Paneer,Dairy,407,45.3,13.7,25.4,3.1,11.4,653,58,Bữa trưa,515
471,Cơm,Grains,178,49,74.3,27.9,0.9,40.8,546,292,Bữa sáng,211
118,Nước,Beverages,569,26.7,36.3,32.6,7.9,9,639,240,Bữa tối,883
101,Quả nho,Fruits,115,18.1,54.5,12,0.4,8.2,287,299,Bữa tối,884
66,Phô mai,Dairy,457,21.6,83.9,9.8,7.6,3,205,300,Bữa sáng,967
209,Khoai tây,Vegetables,512,24.8,38.9,28.9,6.6,12.7,74,216,Bữa tối,239
326,Yến mạch,Grains,259,37,8.8,4,9.9,24.3,866,49,Bữa tối,692
595,Trứng,Meat,392,3.7,93,6.7,5.2,10.6,861,172,Bữa sáng,804
540,Bơ,Dairy,398,27.4,56.2,32.3,8.8,29.7,178,111,Bữa sáng,954
437,Mì ống,Grains,304,10.9,15,21.6,1.1,18.8,341,249,Bữa sáng,204
790,Cơm,Grains,479,45.6,83.8,32.4,5.3,6.5,749,36,Bữa sáng,707
873,Quả táo,Fruits,62,6.6,36.2,14.2,2,46.6,317,288,Bữa phụ,476
872,Thịt lợn Chop,Meat,431,24.6,25.2,39.1,4.4,13.9,678,137,Bữa tối,926
429,Mì ống,Grains,167,42.4,13.4,43.1,4.4,3.3,130,209,Bữa tối,170
597,Mì ống,Grains,333,39.3,71,25.3,8.2,11.4,968,274,Bữa tối,641
936,Phô mai,Dairy,434,46.2,97.4,19.9,7.1,27.9,649,15,Bữa tối,585
618,Sữa lắc,Beverages,374,41.6,44,4.3,2.1,5,69,61,Bữa tối,430
656,Cá hồi,Meat,443,22,47.8,23.9,9.9,40.4,807,97,Bữa trưa,709
817,Thịt bò bít tết,Meat,79,29.7,24.8,13.8,5.6,49.6,289,85,Bữa phụ,617
140,Cà chua,Vegetables,432,13.1,55.6,44.5,7.9,10.5,819,20,Bữa sáng,701
426,Sữa lắc,Beverages,592,40.8,73.2,18.5,4.6,42.8,228,133,Bữa phụ,940
548,Bông cải xanh,Vegetables,207,35.9,94.1,27.7,0.9,22.8,937,82,Bữa sáng,863
402,Sữa,Dairy,51,31.1,53.4,24,4,45.2,729,194,Bữa phụ,165
56,Bông cải xanh,Vegetables,475,14.4,58.1,40.4,0.6,47.2,776,73,Bữa phụ,740
377,Quả cam,Fruits,353,35.2,88.1,49.6,9.1,6.7,342,173,Bữa sáng,932
654,Ức gà,Meat,101,14.4,74.2,16,6.9,1.2,905,236,Bữa phụ,307
993,Nước,Beverages,402,23,57,13.4,7.9,0.6,746,299,Bữa tối,170
551,Hạt,Snack,425,19.9,64,5.3,0.7,49.9,843,187,Bữa phụ,604
699,Quả dâu,Fruits,251,8.1,35.9,5.4,5.6,13.4,100,111,Bữa sáng,164
854,Yến mạch,Grains,501,4.2,55,16.5,5.4,32.6,940,238,Bữa tối,396
18,Quả táo,Fruits,495,43.9,17.5,34,6.7,19.5,472,178,Bữa sáng,484
930,Thịt bò bít tết,Meat,221,40.7,5.1,32.6,8.8,0.7,879,86,Bữa phụ,395
316,Ức gà,Meat,128,39.9,45.4,31.3,3.1,6.3,34,48,Bữa trưa,334
83,Yến mạch,Grains,110,31.9,44.1,22.5,6.7,33.2,957,33,Bữa tối,623
269,Trà xanh,Beverages,231,41.3,10.8,45.7,2.7,8.7,804,230,Bữa trưa,295
795,Hạt,Snack,185,44,62.8,8.8,7.3,47.3,517,115,Bữa phụ,462
709,Mì ống,Grains,294,11.3,51.4,28,9.9,28.5,509,241,Bữa phụ,685
785,Hạt,Snack,90,43.1,85,30.7,9.7,28.8,209,268,Bữa trưa,385
764,Cà phê,Beverages,397,33.5,26,37.7,8.4,21.1,838,199,Bữa tối,149
334,Trứng,Meat,386,5.3,5.6,8.4,0.9,32,542,253,Bữa trưa,238
844,Cơm,Grains,309,32.6,16,4.2,1.3,34.4,75,185,Bữa tối,375
223,Ức gà,Meat,507,30.6,78.6,43.3,0.6,43,519,283,Bữa phụ,588
22,Quinoa,Grains,190,44.5,41.1,20.3,6.9,33,157,78,Bữa tối,180
469,Bơ,Dairy,253,22.1,47.4,35.6,0.1,5.4,327,190,Bữa phụ,760
241,Quả táo,Fruits,86,18.8,73,42.5,3.8,1.8,344,4,Bữa phụ,540
913,Sôcôla,Snack,380,24.2,16.7,8,6.2,47.8,613,212,Bữa tối,534
19,Phô mai,Dairy,101,17.8,22.5,2.8,1.4,34.1,572,186,Bữa trưa,431
166,Cookie,Snack,583,47.3,27.3,8.5,3,45.9,79,25,Bữa sáng,930
398,Bỏng ngô,Snack,570,49.9,71.1,5.3,4.3,43.3,517,201,Bữa trưa,171
5,Chip,Snack,509,8.7,89.4,46.1,3.1,45.6,542,202,Bữa phụ,422
128,Thịt lợn Chop,Meat,328,19.6,97.2,39,7.8,30.3,347,263,Bữa trưa,606
288,Mì ống,Grains,72,34.5,92.9,27.7,10,49.2,783,153,Bữa phụ,369
298,Chip,Snack,374,1.8,19.8,21.2,9.7,9.1,501,187,Bữa phụ,388
472,Sữa,Dairy,478,47.8,78.7,12.8,0.5,28.5,636,262,Bữa tối,451
319,Sôcôla,Snack,477,46.6,32.6,47.6,0.5,22.3,70,219,Bữa tối,328
704,Trứng,Meat,473,11.9,59.4,11.9,1.7,39.5,146,148,Bữa tối,435
211,Quả táo,Fruits,497,30.9,76.4,24.9,5.7,8.6,249,32,Bữa tối,183
320,Sữa,Dairy,80,7,48.9,28,8.6,3.6,818,71,Bữa tối,511
380,Quả táo,Fruits,515,24.8,30.7,44.1,9.5,12.8,358,169,Bữa tối,580
736,Cookie,Snack,80,18,70.5,36.9,5.6,1.9,158,283,Bữa sáng,508
275,Rau chân vịt,Vegetables,55,25,84.2,42.2,2.7,42.6,145,92,Bữa trưa,179
601,Quả dâu,Fruits,383,4.2,26.8,49.2,0.2,25.9,687,22,Bữa phụ,812
558,Trà xanh,Beverages,184,22.1,42.3,3.8,3.9,5.5,49,58,Bữa tối,365
111,Thịt bò bít tết,Meat,464,22.7,63.5,23.7,6.2,37.3,327,53,Bữa sáng,329
974,Sữa,Dairy,306,30,84.7,25.3,4.6,49.7,905,63,Bữa sáng,265
892,Cà rốt,Vegetables,481,43.6,66.3,4.9,3.9,1.7,487,197,Bữa tối,243
266,Quả nho,Fruits,436,46.7,95.1,14,10,39.9,426,233,Bữa tối,731
895,Bông cải xanh,Vegetables,194,17.2,84.9,22,8.5,5,490,220,Bữa tối,323
297,Da ua,Dairy,111,4.2,38.7,20,7.5,6.9,743,134,Bữa trưa,659
297,Mì ống,Grains,252,29.9,33.2,16.1,0.7,33.6,603,21,Bữa sáng,851
184,Thịt bò bít tết,Meat,285,5.8,60.7,32.2,2.9,1.9,924,51,Bữa tối,677
204,Bánh mỳ,Grains,520,46.7,54.6,44.2,7.6,45,609,63,Bữa trưa,757
200,Quả táo,Fruits,456,29.4,13.6,9.3,6.4,4.4,408,198,Bữa sáng,309
114,Trà xanh,Beverages,107,38.3,78.7,47.4,7.5,39.3,315,229,Bữa sáng,766
96,Bánh mỳ,Grains,584,31.8,21,34.6,1.3,0,911,72,Bữa tối,886
46,Trà xanh,Beverages,118,7.9,62,22.9,4.9,30.2,63,215,Bữa tối,519
316,Thịt lợn Chop,Meat,520,20.3,19.3,42.6,2.9,18.8,303,75,Bữa trưa,812
949,Cà chua,Vegetables,564,44.9,98.5,4.2,1.9,23.5,38,218,Bữa trưa,758
949,Chip,Snack,106,8.1,61.7,34.2,3.1,11.8,815,76,Bữa sáng,883
394,Thịt bò bít tết,Meat,95,5.7,54.7,15.3,0.1,38.3,548,17,Bữa phụ,500
376,Khoai tây,Vegetables,410,14.5,28.7,34,2.8,43.8,44,165,Bữa phụ,716
79,Sữa lắc,Beverages,93,11.6,18.4,28,4.7,16.3,974,173,Bữa trưa,307
145,Quả cam,Fruits,534,17,89.5,23.8,9.4,15.2,628,189,Bữa phụ,686
727,Cà chua,Vegetables,569,27,19.1,14.6,1.8,12.6,72,140,Bữa phụ,550
217,Cá hồi,Meat,338,14.2,46.8,29,6.6,9.2,284,262,Bữa phụ,316
343,Nước,Beverages,285,38,25.8,6.9,0.5,45.2,555,8,Bữa tối,372
91,Sữa lắc,Beverages,64,3.4,75.9,26.7,5,31.1,414,129,Bữa trưa,397
173,Sữa,Dairy,363,11.8,10.4,7.8,6.4,29,4,12,Bữa phụ,771
491,Cà phê,Beverages,227,24,82,6.6,2.7,43.7,934,182,Bữa trưa,232
665,Quinoa,Grains,236,17,26.4,14.3,5.1,19.6,908,242,Bữa trưa,905
401,Bơ,Dairy,169,45.8,33.5,8.8,9.7,44.4,959,41,Bữa phụ,781
845,Sôcôla,Snack,214,12.7,58.5,35.7,6.4,19.5,404,30,Bữa phụ,686
381,Sữa lắc,Beverages,518,9.2,90.4,11.8,2.7,40.9,596,45,Bữa trưa,587
749,Bánh mỳ,Grains,353,49.1,56.4,45.3,3.4,43.9,326,0,Bữa phụ,585
973,Bơ,Dairy,134,1.6,17.2,12.6,2.6,13.5,100,109,Bữa sáng,640
941,Quinoa,Grains,151,12.4,85.9,21.2,4.8,3.4,498,118,Bữa sáng,744
8,Nước,Beverages,521,44.6,31.1,26.4,4.1,12.9,290,53,Bữa sáng,900
956,Paneer,Dairy,270,16.8,64.3,34.3,0.7,21.4,619,171,Bữa phụ,663
832,Sữa lắc,Beverages,125,17,76.3,30.6,4.1,42.8,564,89,Bữa tối,866
67,Paneer,Dairy,279,49.1,27.3,42.7,8.2,24.2,356,157,Bữa tối,106
402,Bánh mỳ,Grains,128,22,41.6,24.5,9.5,40.3,251,177,Bữa tối,487
363,Ức gà,Meat,311,15.8,26.3,16.1,5.8,15.4,183,69,Bữa trưa,604
683,Mì ống,Grains,156,35.6,92.1,16.4,3.5,32.9,552,282,Bữa tối,120
759,Bánh mỳ,Grains,315,39.7,12.5,20.2,4.5,19.5,104,252,Bữa phụ,502
45,Sữa,Dairy,257,38.6,30.7,7.9,9.3,30.5,186,68,Bữa sáng,194
936,Nước,Beverages,297,5.2,76.2,40.2,3.5,32.8,499,54,Bữa sáng,649
959,Da ua,Dairy,442,16.4,8.4,20,2.7,18.2,519,188,Bữa sáng,545
650,Sữa lắc,Beverages,476,20.2,91.5,19.3,4.5,24.2,162,24,Bữa sáng,356
455,Quả cam,Fruits,560,18.4,75.7,4.5,8.5,47.3,702,230,Bữa phụ,916
88,Nước,Beverages,399,13.7,97.5,23.9,3.7,32.7,677,300,Bữa tối,867
227,Cà chua,Vegetables,392,29.5,97.4,48,5,24.8,909,10,Bữa trưa,741
270,Bông cải xanh,Vegetables,76,33.3,42.1,32.4,1.4,13.1,971,167,Bữa phụ,385
734,Da ua,Dairy,461,14,79.3,34.8,3,43.6,614,39,Bữa phụ,140
530,Chuối,Fruits,297,34.1,19.6,24.7,2.4,16.1,19,53,Bữa tối,699
962,Ức gà,Meat,195,2.7,28.8,8.2,6.4,7.2,24,227,Bữa tối,613
430,Rau chân vịt,Vegetables,292,32.7,99.4,9.3,9.4,18.7,409,210,Bữa phụ,304
301,Cà phê,Beverages,344,7,44.8,23.6,9.7,49,80,183,Bữa phụ,972
922,Cá hồi,Meat,417,41.9,35.1,15,7.7,25.5,788,48,Bữa sáng,133
871,Nước cam,Beverages,158,2.2,29.2,7.2,8.4,19.1,452,175,Bữa trưa,221
30,Quả táo,Fruits,170,46.1,21.9,14.9,5.2,15.2,398,109,Bữa trưa,364
33,Cá hồi,Meat,62,16.1,62.7,4.8,2.4,20,499,156,Bữa phụ,781
98,Thịt bò bít tết,Meat,445,9.5,61.3,4.6,8.5,14.1,34,18,Bữa phụ,338
924,Rau chân vịt,Vegetables,186,35.2,55.9,44.4,2.1,40.1,14,107,Bữa tối,333
803,Trứng,Meat,279,43.1,9.6,26.1,4.1,24.5,145,185,Bữa tối,154
189,Cookie,Snack,295,41.4,96.1,40.5,9.1,10,190,40,Bữa phụ,105
322,Quả nho,Fruits,454,2.2,58.1,37.4,7.9,17.7,473,25,Bữa trưa,314
532,Ức gà,Meat,57,24.6,23.8,42.6,8.9,32.4,634,48,Bữa phụ,871
660,Sữa,Dairy,269,46.9,78.5,27.7,2.4,5.3,699,202,Bữa sáng,261
569,Sữa lắc,Beverages,583,11.1,56.9,24.7,5.3,32.7,199,83,Bữa sáng,644
309,Ức gà,Meat,54,45.8,81.1,1.4,7.3,6.5,116,223,Bữa phụ,564
755,Khoai tây,Vegetables,274,49.4,63,6.9,5.6,30.4,119,196,Bữa phụ,811
449,Cá hồi,Meat,577,21.2,21.4,34.3,10,6.6,622,116,Bữa sáng,232
715,Nước cam,Beverages,423,36.6,10.4,1.7,2,14,582,153,Bữa phụ,609
675,Chip,Snack,80,21.4,95.9,6.7,5.3,10.3,523,111,Bữa sáng,182
252,Trứng,Meat,79,8,86.9,25,5.3,20.1,792,212,Bữa trưa,283
736,Paneer,Dairy,70,13.2,30.5,48,7.5,46.6,845,257,Bữa trưa,952
424,Quả táo,Fruits,197,5.2,95.7,11.8,2.4,16.7,159,228,Bữa sáng,303
700,Thịt bò bít tết,Meat,247,29.7,45.8,34.2,5,27.4,482,143,Bữa sáng,885
148,Quả cam,Fruits,163,22.5,57.6,46.7,0.7,13.3,152,257,Bữa trưa,953
78,Khoai tây,Vegetables,525,28.7,37.9,20.6,3.3,32.3,471,59,Bữa trưa,537
80,Quả dâu,Fruits,367,41.3,61.6,34.2,2.9,1.1,974,289,Bữa sáng,802
279,Nước cam,Beverages,589,46.5,84.5,23.6,4.4,47.1,435,111,Bữa tối,765
670,Sữa,Dairy,446,18.8,42,11.3,1.8,17.4,194,181,Bữa sáng,563
24,Cà phê,Beverages,433,14.4,49.1,18,3.6,37,620,192,Bữa sáng,844
213,Cá hồi,Meat,377,36.7,28.8,4.4,6.7,7.4,892,58,Bữa phụ,901
324,Nước,Beverages,109,33.9,34.5,13.5,1,40.4,648,111,Bữa tối,853
901,Thịt lợn Chop,Meat,565,46.8,69.3,18.8,5,36.5,287,245,Bữa tối,999
604,Cơm,Grains,94,18,92.2,1.6,1.7,8.4,82,56,Bữa phụ,328
170,Bơ,Dairy,510,7.2,59.8,41.9,2.2,38.6,207,204,Bữa sáng,152
347,Rau chân vịt,Vegetables,363,28,97.5,9,2.2,30,379,70,Bữa sáng,771
473,Quinoa,Grains,174,20.2,84.7,24.7,9.6,35.2,876,39,Bữa phụ,221
204,Cá hồi,Meat,425,23.2,49.5,37.3,8.3,13.4,379,100,Bữa tối,373
532,Trà xanh,Beverages,251,20.1,25.8,30.7,3.9,40.9,334,185,Bữa phụ,998
767,Sữa,Dairy,279,37.2,48,49,4.7,19.5,13,150,Bữa trưa,781
366,Thịt bò bít tết,Meat,488,11.7,9.4,13.5,2.7,45.4,763,156,Bữa sáng,816
845,Cà rốt,Vegetables,138,36.7,88,38.9,0.6,41.8,752,130,Bữa tối,186
39,Paneer,Dairy,315,41,27.7,16,2.2,28,689,147,Bữa sáng,594
64,Trà xanh,Beverages,115,25.5,10.2,6.8,7.6,39.2,451,94,Bữa trưa,993
289,Bỏng ngô,Snack,342,42,56.1,42.8,7.3,37.3,250,76,Bữa tối,646
477,Sữa lắc,Beverages,373,19.3,41.1,4.2,0.5,28,861,70,Bữa sáng,897
573,Sữa lắc,Beverages,322,10.4,20,25,5.8,23.4,668,17,Bữa tối,669
586,Nước,Beverages,357,5.1,92.7,43,2.2,17.1,641,112,Bữa sáng,314
662,Chip,Snack,389,1.4,10.6,25.4,3.8,16.2,944,118,Bữa sáng,798
976,Nước,Beverages,488,28,65.3,13.6,9.1,31.1,373,83,Bữa trưa,824
224,Quả dâu,Fruits,124,16.7,79.1,29.5,4.5,17.1,964,296,Bữa tối,943
218,Quả cam,Fruits,531,48,57.2,7.5,1.9,2.9,646,207,Bữa trưa,314
729,Bánh mỳ,Grains,93,7.2,77.6,46.6,2.8,10.9,809,193,Bữa phụ,995
269,Bơ,Dairy,597,32,97.4,4.7,5.9,26.5,634,210,Bữa sáng,657
594,Yến mạch,Grains,363,32.3,7.1,29.2,7.5,30.2,957,299,Bữa sáng,814
954,Thịt bò bít tết,Meat,64,43.3,24.1,9.3,4.1,13.4,64,90,Bữa phụ,971
545,Sôcôla,Snack,593,36.6,27.5,25,4.5,32.1,106,139,Bữa sáng,873
272,Thịt bò bít tết,Meat,528,22.7,12.3,28.8,5.3,30.8,691,238,Bữa phụ,897
605,Trà xanh,Beverages,208,37.1,36.4,8.2,5.3,47.8,982,278,Bữa sáng,160
997,Yến mạch,Grains,474,29.5,43.1,22.1,7.9,45.4,213,41,Bữa trưa,287
174,Bánh mỳ,Grains,531,29.7,81.5,31,1.8,0.5,496,288,Bữa trưa,878
274,Cà chua,Vegetables,449,41.4,25.8,31.6,6.7,12.7,905,222,Bữa sáng,802
663,Thịt lợn Chop,Meat,106,24,67.5,21.7,9.1,4.1,560,280,Bữa tối,210
509,Cá hồi,Meat,406,4.7,24.9,31.6,7.8,1.4,915,26,Bữa tối,287
708,Cà phê,Beverages,375,40.6,96.6,3.5,1.4,22.4,341,149,Bữa phụ,377
652,Bánh mỳ,Grains,143,15.5,51.3,12.9,7.1,33.1,862,289,Bữa sáng,263
593,Da ua,Dairy,134,14.8,21,14.2,4.4,30.2,241,281,Bữa sáng,615
220,Cà phê,Beverages,90,39.2,57.2,8.4,1.5,47.3,776,258,Bữa trưa,659
675,Paneer,Dairy,312,14.8,98.2,1.1,0,27.3,546,283,Bữa trưa,513
297,Khoai tây,Vegetables,400,45.9,38.6,37.5,3.2,22.7,337,22,Bữa trưa,309
415,Yến mạch,Grains,424,28.5,20.1,4.1,8.8,0.4,155,280,Bữa trưa,987
604,Quả táo,Fruits,592,48.6,45.4,32.9,3.9,19,140,80,Bữa tối,849
637,Quả cam,Fruits,363,29.3,78.7,46.5,5.2,3.6,3,43,Bữa trưa,486
31,Phô mai,Dairy,380,16.3,29.1,21.2,3.7,46.6,49,85,Bữa trưa,962
333,Quả táo,Fruits,169,32.6,60.6,40.7,7.9,4.4,772,274,Bữa tối,837
42,Quinoa,Grains,408,11.5,31.7,13.5,2.7,19.4,259,222,Bữa tối,983
487,Hạt,Snack,243,29.9,41.8,23.3,3.9,32.2,444,172,Bữa tối,999
968,Quinoa,Grains,237,7,25.4,11.1,8.6,29.8,494,131,Bữa tối,357
550,Cơm,Grains,578,33.9,10.8,26.7,2.7,49.4,742,174,Bữa sáng,549
600,Thịt lợn Chop,Meat,554,31.4,63.9,38.1,1,42.2,185,82,Bữa trưa,190
242,Quinoa,Grains,427,25.9,83,6.1,0.4,36.3,693,200,Bữa sáng,901
836,Yến mạch,Grains,128,32.9,93.7,30.9,1.9,0.3,549,246,Bữa trưa,880
748,Ức gà,Meat,557,8.4,8.2,45.9,0.3,4.4,162,22,Bữa tối,340
850,Bông cải xanh,Vegetables,368,35.8,48.3,23.6,4.5,45.7,623,28,Bữa phụ,835
319,Cà phê,Beverages,280,44.7,80.1,11,9.5,5.4,640,148,Bữa trưa,675
284,Bông cải xanh,Vegetables,473,38.4,25.4,24.3,5.8,47.8,177,123,Bữa tối,361
16,Cà phê,Beverages,286,8.5,71.9,21.8,6.8,5.6,756,288,Bữa trưa,264
887,Cá hồi,Meat,87,20.9,20,45.3,3.9,44.6,365,157,Bữa trưa,878
71,Paneer,Dairy,582,3.1,12.1,49.1,3.7,1.2,557,24,Bữa phụ,608
338,Nước,Beverages,370,30.7,21.6,37.2,5.6,20.7,423,97,Bữa phụ,175
67,Quả nho,Fruits,269,44.4,67.9,7.6,2.7,5.6,892,285,Bữa tối,113
476,Quinoa,Grains,230,26.1,75.1,45.5,5.6,1,504,250,Bữa tối,980
531,Quả dâu,Fruits,226,34.4,71.9,31,2.7,12,169,279,Bữa trưa,476
615,Nước cam,Beverages,437,1.3,32.2,38.4,0.8,14.7,661,142,Bữa sáng,951
278,Cookie,Snack,207,42.7,9,31.8,8.4,46.5,803,106,Bữa sáng,985
786,Mì ống,Grains,380,18,13.2,12.1,7.6,31.9,987,24,Bữa phụ,461
700,Khoai tây,Vegetables,185,3.2,60.3,18.4,0.3,21.2,152,68,Bữa tối,787
119,Rau chân vịt,Vegetables,301,44,93.6,17.9,2.2,45.8,655,52,Bữa sáng,723
638,Cà chua,Vegetables,543,47.7,8.5,2.9,8.1,5.9,414,269,Bữa sáng,353
869,Cà rốt,Vegetables,223,33.5,81.4,25.1,0.8,22.5,761,177,Bữa sáng,959
639,Bánh mỳ,Grains,520,35,11.2,26.9,0.1,38.1,593,102,Bữa phụ,430
564,Sữa,Dairy,595,36.9,79,4.3,6.3,37,981,111,Bữa trưa,123
132,Yến mạch,Grains,508,46.1,45.2,28.5,9.1,19.1,687,277,Bữa sáng,199
676,Sôcôla,Snack,594,5.2,46.5,46.7,6.8,16.2,400,103,Bữa phụ,808
258,Sôcôla,Snack,204,36,50.4,26.3,4.4,34.3,889,155,Bữa sáng,735
480,Sôcôla,Snack,506,3.4,72.2,27.2,2.1,12.6,964,11,Bữa phụ,438
498,Chip,Snack,564,23.1,61.4,2.3,7.1,3.7,941,251,Bữa sáng,247
119,Nước,Beverages,501,18.7,12.5,35.5,4.5,16.5,278,184,Bữa sáng,464
927,Paneer,Dairy,583,36.7,62.6,33.5,3.8,25,273,85,Bữa tối,365
822,Bánh mỳ,Grains,76,5,65.4,48.1,5.9,24.3,885,14,Bữa trưa,522
296,Bỏng ngô,Snack,333,43.3,7.2,45.5,6.6,29.1,883,242,Bữa tối,594
315,Rau chân vịt,Vegetables,114,41.4,25.3,27.2,7.1,27.1,658,254,Bữa phụ,384
142,Phô mai,Dairy,318,32.9,59.5,15.5,9.3,27.7,853,295,Bữa tối,276
760,Cà rốt,Vegetables,243,8.1,93.7,41.1,7.6,17.3,270,290,Bữa sáng,367
40,Bông cải xanh,Vegetables,107,18.2,60.7,33.7,1.1,43.1,439,207,Bữa sáng,380
506,Thịt bò bít tết,Meat,212,45.5,96.8,23.1,5.6,6.7,666,271,Bữa phụ,258
40,Yến mạch,Grains,114,9.5,10.7,4.3,6.7,2,109,115,Bữa trưa,617
724,Cà rốt,Vegetables,421,33.6,28.4,18,2.2,27.7,790,59,Bữa phụ,261
907,Bông cải xanh,Vegetables,217,33.9,76.4,29.8,0.6,13,453,280,Bữa trưa,508
604,Cà rốt,Vegetables,139,24.4,93.2,5.2,3.6,19.9,359,121,Bữa trưa,133
450,Sữa,Dairy,117,49.4,90.7,38.6,4.7,19,829,243,Bữa sáng,727
280,Trứng,Meat,511,30.9,82.5,17.5,7.1,20,845,136,Bữa tối,231
152,Cà rốt,Vegetables,344,26.4,20.7,2.4,6.6,17.7,103,166,Bữa sáng,565
732,Thịt bò bít tết,Meat,570,42.9,74.7,25.7,4.5,48.8,722,220,Bữa tối,825
618,Thịt lợn Chop,Meat,433,15.8,26.2,48.2,4,3.8,732,44,Bữa trưa,764
441,Trà xanh,Beverages,531,37.5,42.5,23.8,2.5,2,342,285,Bữa tối,211
748,Yến mạch,Grains,255,20.4,23.3,8.6,9.1,5.8,778,280,Bữa trưa,520
332,Nước,Beverages,522,1.3,59.3,24.4,5.4,20.2,675,223,Bữa tối,500
450,Hạt,Snack,355,27.9,50.7,4,8.9,23.7,674,127,Bữa sáng,365
278,Trà xanh,Beverages,399,38.7,10.3,34.6,9.2,14.5,511,37,Bữa tối,557
611,Quả nho,Fruits,375,27.2,13.7,31.7,0.7,45.1,197,92,Bữa tối,948
266,Quả nho,Fruits,444,42.7,82.9,1.4,2.8,2.7,307,200,Bữa tối,442
343,Cơm,Grains,359,42.3,7.8,24.9,0.1,41.2,344,94,Bữa trưa,882
173,Khoai tây,Vegetables,120,36.1,79.6,44.7,5.9,18.5,507,195,Bữa phụ,789
298,Nước,Beverages,426,14.3,81.4,11.2,4.9,23,359,237,Bữa trưa,832
754,Nước,Beverages,243,3.2,54.2,41.5,1.4,36.7,242,58,Bữa tối,309
586,Phô mai,Dairy,274,45.8,62.5,32.4,3.6,41.9,122,167,Bữa phụ,233
236,Quả táo,Fruits,551,38,29.3,3.5,5,2.6,645,279,Bữa tối,328
433,Ức gà,Meat,277,16.6,55.6,27.6,6.6,10.7,455,265,Bữa tối,485
810,Sữa lắc,Beverages,352,22.9,70.2,2.1,2.8,14.3,239,265,Bữa sáng,427
952,Quinoa,Grains,152,48.7,30.5,25.1,2.1,6.2,420,186,Bữa tối,406
923,Bỏng ngô,Snack,600,46.4,50.3,3.8,4.2,14.9,947,183,Bữa trưa,774
170,Da ua,Dairy,175,29.3,51.3,11.7,4.2,38.5,208,237,Bữa phụ,848
